Country_A,Port_A,Country_B,Port_B,Distance,Route,Time,Price_Per_Container,Price_Per_kg
Panama,Colon,Japan,Tokyo,7738,PANAMA CANAL,32 days 06 hours,3646.6748420576,0.12155582806858667
Panama,Colon,United Arab Emirates,Port Rashid,9129,SUEZ CANAL,38 days 01 hours,4302.2091797808,0.14340697265936
Panama,Colon,Egypt,Port Said,6238,STRAIT OF GIBRALTAR,26 days 00 hours,2939.7722492576,0.09799240830858666
Panama,Colon,China,Yantai,8630,PANAMA CANAL,35 days 23 hours,4067.046250576,0.13556820835253333
Panama,Colon,United States,Houston,1528,DIRECT,6 days 09 hours,720.0981078656,0.02400327026218667
Panama,Colon,Indonesia,Tanjung Perak,10338,PANAMA CANAL,43 days 02 hours,4871.9726695776,0.16239908898591998
Greece,Piraeus,Spain,Valencia,1237,DIRECT,5 days 04 hours,582.9590048624,0.019431966828746667
Greece,Piraeus,Saudi Arabia,Jeddah,1316,SUEZ CANAL,5 days 12 hours,620.1892080832,0.020672973602773335
Greece,Piraeus,Spain,Algeciras,1483,STRAIT OF GIBRALTAR,6 days 04 hours,698.8910300816,0.023296367669386666
Greece,Piraeus,Germany,Bremerhaven,3047,STRAIT OF GIBRALTAR,12 days 17 hours,1435.9548001744001,0.04786516000581334
Greece,Piraeus,Oman,Muscat,3185,SUEZ CANAL,13 days 07 hours,1500.9898387120002,0.05003299462373334
Greece,Piraeus,China,Dalian,8226,SUEZ CANAL,34 days 07 hours,3876.6538189152,0.12922179396384
Greece,Piraeus,Japan,Tokyo,8511,SUEZ CANAL,35 days 11 hours,4010.9653115472,0.13369884371824
Greece,Piraeus,United Arab Emirates,Port Rashid,3484,SUEZ CANAL,14 days 12 hours,1641.8990888768,0.05472996962922667
Greece,Piraeus,Egypt,Port Said,593,DIRECT,2 days 11 hours,279.4621583536,0.009315405278453332
Greece,Piraeus,China,Yantai,8190,SUEZ CANAL,34 days 03 hours,3859.688156688,0.1286562718896
Greece,Piraeus,United States,Houston,6249,STRAIT OF GIBRALTAR,26 days 01 hours,2944.9562016048003,0.09816520672016
Greece,Piraeus,Indonesia,Tanjung Perak,6245,SUEZ CANAL,26 days 01 hours,2943.0711280240002,0.09810237093413335
Spain,Valencia,Saudi Arabia,Jeddah,2392,SUEZ CANAL,9 days 23 hours,1127.2740013184,0.037575800043946665
Spain,Valencia,Spain,Algeciras,389,STRAIT OF GIBRALTAR,1 day 15 hours,183.3234057328,0.0061107801910933335
Spain,Valencia,Germany,Bremerhaven,1953,STRAIT OF GIBRALTAR,8 days 03 hours,920.3871758256,0.030679572527520002
Spain,Valencia,Oman,Muscat,4261,SUEZ CANAL,17 days 18 hours,2008.0746319472,0.06693582106490667
Spain,Valencia,China,Dalian,9302,SUEZ CANAL,38 days 18 hours,4383.7386121504005,0.14612462040501334
Spain,Valencia,Japan,Tokyo,9587,SUEZ CANAL,39 days 23 hours,4518.0501047824,0.15060167015941334
Spain,Valencia,United Arab Emirates,Port Rashid,4560,SUEZ CANAL,19 days 00 hours,2148.983882112,0.0716327960704
Spain,Valencia,Egypt,Port Said,1669,DIRECT,6 days 23 hours,786.5469515888001,0.02621823171962667
Spain,Valencia,China,Yantai,9266,SUEZ CANAL,38 days 15 hours,4366.7729499232,0.14555909833077332
Spain,Valencia,United States,Houston,5155,STRAIT OF GIBRALTAR,21 days 12 hours,2429.388577256,0.08097961924186667
Spain,Valencia,Indonesia,Tanjung Perak,7321,SUEZ CANAL,30 days 12 hours,3450.1559212592,0.11500519737530666
China,Yingkou,Saudi Arabia,Jeddah,7090,DIRECT,29 days 13 hours,3341.292921968,0.11137643073226666
China,Yingkou,Spain,Algeciras,9698,SUEZ CANAL,40 days 10 hours,4570.3608966496,0.15234536322165335
China,Yingkou,Germany,Bremerhaven,11262,SUEZ CANAL,46 days 22 hours,5307.4246667424,0.17691415555808002
China,Yingkou,Oman,Muscat,5911,DIRECT,24 days 15 hours,2785.6674840272003,0.09285558280090668
China,Yingkou,China,Dalian,185,DIRECT,19 hours,87.184653112,0.0029061551037333337
China,Yingkou,Japan,Tokyo,1314,DIRECT,5 days 11 hours,619.2466712928,0.02064155570976
China,Yingkou,United Arab Emirates,Port Rashid,6199,DIRECT,25 days 20 hours,2921.3927818448,0.09737975939482667
China,Yingkou,Egypt,Port Said,7783,DIRECT,32 days 10 hours,3667.8819198416004,0.12226273066138668
China,Yingkou,China,Yantai,216,DIRECT,22 hours,101.79397336320001,0.0033931324454400005
China,Yingkou,United States,Houston,10344,PANAMA CANAL,43 days 02 hours,4874.8002799488,0.16249334266496002
China,Yingkou,Indonesia,Tanjung Perak,3182,DIRECT,13 days 06 hours,1499.5760335264001,0.049985867784213336
Brazil,Santos,Germany,Bremerhaven,5635,DIRECT,23 days 12 hours,2655.5974069520003,0.08851991356506668
Brazil,Santos,Oman,Muscat,7812,CAPE OF GOOD HOPE,32 days 13 hours,3681.5487033024,0.12271829011008001
Brazil,Santos,China,Dalian,11436,CAPE OF GOOD HOPE,47 days 16 hours,5389.4253675072005,0.17964751225024
Brazil,Santos,Japan,Tokyo,11376,STRAIT OF MAGELLAN,47 days 10 hours,5361.149263795201,0.17870497545984002
Brazil,Santos,United Arab Emirates,Port Rashid,8111,CAPE OF GOOD HOPE,33 days 19 hours,3822.4579534672002,0.12741526511557333
Brazil,Santos,Egypt,Port Said,6290,STRAIT OF GIBRALTAR,26 days 05 hours,2964.278205808,0.09880927352693333
Brazil,Santos,China,Yantai,11400,CAPE OF GOOD HOPE,47 days 12 hours,5372.45970528,0.179081990176
Brazil,Santos,United States,Houston,5510,DIRECT,22 days 23 hours,2596.688857552,0.08655629525173333
Brazil,Santos,Indonesia,Tanjung Perak,8917,CAPE OF GOOD HOPE,37 days 04 hours,4202.300279998401,0.1400766759999467
Saudi Arabia,Jeddah,Spain,Algeciras,2638,SUEZ CANAL,11 days 00 hours,1243.2060265376,0.04144020088458667
Saudi Arabia,Jeddah,Germany,Bremerhaven,4202,SUEZ CANAL,17 days 12 hours,1980.2697966304002,0.06600899322101333
Saudi Arabia,Jeddah,Oman,Muscat,1899,DIRECT,7 days 22 hours,894.9386824848001,0.029831289416160003
Saudi Arabia,Jeddah,China,Dalian,6940,DIRECT,28 days 22 hours,3270.6026626880002,0.10902008875626668
Saudi Arabia,Jeddah,Japan,Tokyo,7225,DIRECT,30 days 03 hours,3404.91415532,0.11349713851066667
Saudi Arabia,Jeddah,United Arab Emirates,Port Rashid,2198,DIRECT,9 days 04 hours,1035.8479326496001,0.03452826442165334
Saudi Arabia,Jeddah,Egypt,Port Said,723,DIRECT,3 days 00 hours,340.7270497296,0.011357568324320002
Saudi Arabia,Jeddah,China,Yantai,6904,DIRECT,28 days 18 hours,3253.6370004608,0.10845456668202667
Saudi Arabia,Jeddah,United States,Houston,7404,SUEZ CANAL,30 days 20 hours,3489.2711980608,0.11630903993536
Saudi Arabia,Jeddah,Indonesia,Tanjung Perak,4959,DIRECT,20 days 16 hours,2337.0199717968003,0.07790066572656001
Spain,Algeciras,Germany,Bremerhaven,1570,DIRECT,6 days 13 hours,739.891380464,0.024663046015466667
Spain,Algeciras,Oman,Muscat,4507,SUEZ CANAL,18 days 19 hours,2124.0066571664,0.07080022190554668
Spain,Algeciras,China,Dalian,9548,SUEZ CANAL,39 days 19 hours,4499.670637369601,0.14998902124565336
Spain,Algeciras,Japan,Tokyo,9833,SUEZ CANAL,40 days 23 hours,4633.9821300016,0.15446607100005333
Spain,Algeciras,United Arab Emirates,Port Rashid,4806,SUEZ CANAL,20 days 01 hours,2264.9159073312003,0.07549719691104001
Spain,Algeciras,Egypt,Port Said,1915,STRAIT OF GIBRALTAR,8 days 00 hours,902.4789768080001,0.030082632560266668
Spain,Algeciras,China,Yantai,9512,SUEZ CANAL,39 days 15 hours,4482.7049751424,0.14942349917141334
Spain,Algeciras,United States,Houston,4772,DIRECT,19 days 21 hours,2248.8927818944003,0.07496309272981334
Spain,Algeciras,Indonesia,Tanjung Perak,7567,SUEZ CANAL,31 days 13 hours,3566.0879464784,0.11886959821594667
Germany,Bremerhaven,Oman,Muscat,6071,SUEZ CANAL,25 days 07 hours,2861.0704272592,0.09536901424197335
Germany,Bremerhaven,China,Dalian,11112,SUEZ CANAL,46 days 07 hours,5236.734407462401,0.17455781358208003
Germany,Bremerhaven,Japan,Tokyo,11397,SUEZ CANAL,47 days 12 hours,5371.0459000944,0.17903486333648
Germany,Bremerhaven,United Arab Emirates,Port Rashid,6370,SUEZ CANAL,26 days 13 hours,3001.9796774240003,0.10006598924746668
Germany,Bremerhaven,Egypt,Port Said,3479,STRAIT OF GIBRALTAR,14 days 12 hours,1639.5427469008,0.054651424896693335
Germany,Bremerhaven,China,Yantai,11076,SUEZ CANAL,46 days 04 hours,5219.7687452352,0.17399229150784
Germany,Bremerhaven,United States,Houston,5225,DIRECT,21 days 19 hours,2462.37736492,0.08207924549733334
Germany,Bremerhaven,Indonesia,Tanjung Perak,9131,SUEZ CANAL,38 days 01 hours,4303.1517165712,0.14343839055237334
Oman,Muscat,China,Dalian,5761,DIRECT,24 days 00 hours,2714.9772247472,0.09049924082490667
Oman,Muscat,Japan,Tokyo,6046,DIRECT,25 days 05 hours,2849.2887173792,0.09497629057930666
Oman,Muscat,United Arab Emirates,Port Rashid,302,DIRECT,1 day 06 hours,142.3230553504,0.004744101845013333
Oman,Muscat,Egypt,Port Said,2592,DIRECT,10 days 19 hours,1221.5276803584,0.04071758934528
Oman,Muscat,China,Yantai,5725,DIRECT,23 days 21 hours,2698.01156252,0.08993371875066666
Oman,Muscat,United States,Houston,9273,SUEZ CANAL,38 days 15 hours,4370.0718286896,0.14566906095631998
Oman,Muscat,Indonesia,Tanjung Perak,3793,DIRECT,15 days 19 hours,1787.5210229936001,0.05958403409978667
China,Dalian,Japan,Tokyo,1164,DIRECT,4 days 20 hours,548.5564120128,0.018285213733760002
China,Dalian,United Arab Emirates,Port Rashid,6049,DIRECT,25 days 05 hours,2850.7025225648003,0.09502341741882668
China,Dalian,Egypt,Port Said,7633,DIRECT,31 days 19 hours,3597.1916605616,0.11990638868538667
China,Dalian,China,Yantai,89,DIRECT,09 hours,41.9428871728,0.0013980962390933334
China,Dalian,United States,Houston,10194,PANAMA CANAL,42 days 11 hours,4804.110020668801,0.16013700068896003
China,Dalian,Indonesia,Tanjung Perak,3032,DIRECT,12 days 15 hours,1428.8857742464002,0.047629525808213335
Japan,Tokyo,United Arab Emirates,Port Rashid,6334,DIRECT,26 days 09 hours,2985.0140151968003,0.09950046717322668
Japan,Tokyo,Egypt,Port Said,7918,DIRECT,33 days 00 hours,3731.5031531936,0.12438343843978668
Japan,Tokyo,China,Yantai,1128,DIRECT,4 days 17 hours,531.5907497856,0.01771969165952
Japan,Tokyo,United States,Houston,9266,PANAMA CANAL,38 days 15 hours,4366.7729499232,0.14555909833077332
Japan,Tokyo,Indonesia,Tanjung Perak,3112,DIRECT,12 days 23 hours,1466.5872458624,0.04888624152874667
United Arab Emirates,Port Rashid,Egypt,Port Said,2891,DIRECT,12 days 01 hours,1362.4369305232,0.04541456435077334
United Arab Emirates,Port Rashid,China,Yantai,6013,DIRECT,25 days 01 hours,2833.7368603376003,0.09445789534458668
United Arab Emirates,Port Rashid,United States,Houston,9572,SUEZ CANAL,39 days 21 hours,4510.9810788544,0.15036603596181333
United Arab Emirates,Port Rashid,Indonesia,Tanjung Perak,4081,DIRECT,17 days 00 hours,1923.2463208112001,0.06410821069370667
Egypt,Port Said,China,Yantai,7597,DIRECT,31 days 16 hours,3580.2259983344,0.11934086661114668
Egypt,Port Said,United States,Houston,6681,STRAIT OF GIBRALTAR,27 days 20 hours,3148.5441483312,0.10495147161104
Egypt,Port Said,Indonesia,Tanjung Perak,5652,DIRECT,23 days 13 hours,2663.6089696704003,0.08878696565568
United States,Houston,Indonesia,Tanjung Perak,11866,PANAMA CANAL,49 days 11 hours,5592.0707774432,0.18640235924810666
Chile,San Antonio,Korea (South),Busan,9883,DIRECT,41 days 04 hours,4657.5455497616,0.15525151832538667
Chile,San Antonio,Denmark,Copenhagen,7827,PANAMA CANAL,32 days 15 hours,3688.6177292304,0.12295392430768
Chile,San Antonio,Poland,Gdansk,8093,PANAMA CANAL,33 days 17 hours,3813.9751223536,0.12713250407845333
Chile,San Antonio,United States,Houston,4211,PANAMA CANAL,17 days 13 hours,1984.5112121872,0.06615037373957333
Chile,San Antonio,China,Shanghai,10134,DIRECT,42 days 05 hours,4775.8339169568,0.15919446389855998
Chile,San Antonio,Japan,Yokohama,9299,DIRECT,38 days 18 hours,4382.3248069648,0.14607749356549332
Chile,San Antonio,Germany,Hamburg,7737,PANAMA CANAL,32 days 06 hours,3646.2035736624002,0.12154011912208
Chile,San Antonio,India,Bombay,11677,DIRECT,48 days 16 hours,5503.0010507504,0.18343336835834667
Chile,San Antonio,United Kingdom,Felixstowe,7415,PANAMA CANAL,30 days 22 hours,3494.455150408,0.11648183834693333
Chile,San Antonio,France,Marseilles,7698,PANAMA CANAL,32 days 02 hours,3627.8241062496004,0.12092747020832001
Chile,San Antonio,Brazil,Santos,3515,STRAIT OF MAGELLAN,14 days 16 hours,1656.508409128,0.05521694697093334
Chile,San Antonio,Italy,Genoa,7855,PANAMA CANAL,32 days 18 hours,3701.813244296,0.12339377480986667
Chile,San Antonio,Canada,Vancouver,5944,DIRECT,24 days 18 hours,2801.2193410688,0.09337397803562666
Chile,San Antonio,Russia,Novorossiysk,9264,PANAMA CANAL,38 days 14 hours,4365.8304131328005,0.14552768043776002
Chile,San Antonio,Australia,Melbourne,6360,DIRECT,26 days 12 hours,2997.266993472,0.0999088997824
Chile,San Antonio,Spain,Algeciras,7012,PANAMA CANAL,29 days 05 hours,3304.5339871424003,0.11015113290474668
Chile,San Antonio,Mexico,Manzanillo,3676,DIRECT,15 days 08 hours,1732.3826207552002,0.05774608735850667
Chile,San Antonio,Indonesia,Tanjung Priok,9506,DIRECT,39 days 15 hours,4479.8773647712005,0.14932924549237336
Chile,San Antonio,Netherlands,Rotterdam,7484,PANAMA CANAL,31 days 04 hours,3526.9726696768003,0.11756575565589335
Chile,San Antonio,Saudi Arabia,Jeddah,13263,DIRECT,55 days 06 hours,6250.4327255376,0.20834775751792
Chile,San Antonio,Turkey,Ambarli,8793,PANAMA CANAL,36 days 15 hours,4143.8629989936,0.13812876663312
Chile,San Antonio,Argentina,Buenos Aires,2805,STRAIT OF MAGELLAN,11 days 17 hours,1321.907848536,0.044063594951200005
Chile,San Antonio,Sweden,Gothenburg,7720,PANAMA CANAL,32 days 04 hours,3638.1920109440002,0.12127306703146667
Chile,San Antonio,Belgium,Antwerp,7489,PANAMA CANAL,31 days 05 hours,3529.3290116528,0.11764430038842667
Chile,San Antonio,Thailand,Laem Chabang,10694,DIRECT,44 days 13 hours,5039.7442182688,0.16799147394229333
Chile,San Antonio,Iran,Bandar Abbas,12616,DIRECT,52 days 14 hours,5945.5220738432,0.19818406912810665
Chile,San Antonio,Norway,Oslo,7746,PANAMA CANAL,32 days 07 hours,3650.4449892192,0.12168149964064
Chile,San Antonio,United Arab Emirates,Dubai,12665,DIRECT,52 days 19 hours,5968.614225208,0.19895380750693334
Chile,San Antonio,Nigeria,Lagos,6596,STRAIT OF MAGELLAN,27 days 12 hours,3108.4863347392,0.10361621115797334
Chile,San Antonio,Israel,Haifa,9008,PANAMA CANAL,37 days 13 hours,4245.1857039616,0.14150619013205332
Chile,San Antonio,South Africa,Durban,11769,DIRECT,49 days 01 hours,5546.357743108801,0.18487859143696003
Chile,San Antonio,Hong Kong,Hong Kong,10195,DIRECT,42 days 12 hours,4804.581289064,0.16015270963546666
Chile,San Antonio,Ireland,Dublin,7144,PANAMA CANAL,29 days 18 hours,3366.7414153088002,0.11222471384362667
Chile,San Antonio,Singapore,Singapore,9961,DIRECT,41 days 12 hours,4694.3044845872,0.15647681615290668
Chile,San Antonio,Malaysia,Johor,9974,DIRECT,41 days 13 hours,4700.4309737248,0.15668103245749335
Chile,San Antonio,Philippines,Manila,9679,DIRECT,40 days 08 hours,4561.4067971408,0.15204689323802667
Chile,San Antonio,Colombia,Cartagena,2959,PANAMA CANAL,12 days 08 hours,1394.4831813968,0.04648277271322667
Chile,San Antonio,Finland,Helsinki,8377,PANAMA CANAL,34 days 22 hours,3947.8153465904,0.13159384488634668
Chile,San Antonio,Egypt,Alexandria,8806,PANAMA CANAL,36 days 17 hours,4149.9894881312,0.13833298293770668
Chile,San Antonio,Portugal,Lisbon,6838,PANAMA CANAL,28 days 12 hours,3222.5332863776002,0.10741777621258668
Chile,San Antonio,Romania,Constantza,9004,PANAMA CANAL,37 days 12 hours,4243.300630380801,0.1414433543460267
Chile,San Antonio,New Zealand,Auckland,5211,DIRECT,21 days 17 hours,2455.7796073872,0.08185932024624
Chile,San Antonio,Greece,Piraeus,8489,PANAMA CANAL,35 days 09 hours,4000.5974068528003,0.13335324689509334
Chile,San Antonio,Peru,Callao,1328,DIRECT,5 days 13 hours,625.8444288256001,0.020861480960853336
Chile,San Antonio,Vietnam,Saigon,10483,DIRECT,43 days 16 hours,4940.3065868816,0.16467688622938667
Denmark,Copenhagen,Poland,Gdansk,274,DIRECT,1 day 03 hours,129.1275402848,0.004304251342826667
Denmark,Copenhagen,United States,Houston,5317,DIRECT,22 days 04 hours,2505.7340572784,0.08352446857594667
Denmark,Copenhagen,China,Shanghai,11076,SUEZ CANAL,46 days 04 hours,5219.7687452352,0.17399229150784
Denmark,Copenhagen,Japan,Yokohama,11731,SUEZ CANAL,48 days 21 hours,5528.449544091201,0.18428165146970668
Denmark,Copenhagen,Germany,Hamburg,252,DIRECT,1 day 01 hours,118.75963559040001,0.00395865451968
Denmark,Copenhagen,India,Bombay,6871,SUEZ CANAL,28 days 15 hours,3238.0851434192,0.10793617144730666
Denmark,Copenhagen,United Kingdom,Felixstowe,630,DIRECT,2 days 15 hours,296.89908897600003,0.0098966362992
Denmark,Copenhagen,France,Marseilles,2602,STRAIT OF GIBRALTAR,10 days 20 hours,1226.2403643104,0.04087467881034667
Denmark,Copenhagen,Brazil,Santos,5981,DIRECT,24 days 22 hours,2818.6562716912003,0.09395520905637335
Denmark,Copenhagen,Italy,Genoa,2759,STRAIT OF GIBRALTAR,11 days 12 hours,1300.2295023568001,0.04334098341189334
Denmark,Copenhagen,Canada,Vancouver,9204,PANAMA CANAL,38 days 08 hours,4337.554309420801,0.14458514364736003
Denmark,Copenhagen,Russia,Novorossiysk,4168,STRAIT OF GIBRALTAR,17 days 09 hours,1964.2466711936002,0.06547488903978667
Denmark,Copenhagen,Australia,Melbourne,11662,SUEZ CANAL,48 days 14 hours,5495.9320248224,0.18319773416074667
Denmark,Copenhagen,Spain,Algeciras,1916,DIRECT,8 days 00 hours,902.9502452032001,0.030098341506773336
Denmark,Copenhagen,Mexico,Manzanillo,6908,PANAMA CANAL,28 days 19 hours,3255.5220740416003,0.10851740246805334
Denmark,Copenhagen,Indonesia,Tanjung Priok,9101,SUEZ CANAL,37 days 22 hours,4289.0136647152,0.14296712215717333
Denmark,Copenhagen,Netherlands,Rotterdam,608,DIRECT,2 days 13 hours,286.5311842816,0.009551039476053335
Denmark,Copenhagen,Saudi Arabia,Jeddah,4548,SUEZ CANAL,18 days 23 hours,2143.3286613696,0.07144428871232
Denmark,Copenhagen,Turkey,Ambarli,3697,STRAIT OF GIBRALTAR,15 days 10 hours,1742.2792570544,0.05807597523514667
Denmark,Copenhagen,Argentina,Buenos Aires,6892,DIRECT,28 days 17 hours,3247.9817797184,0.10826605932394667
Denmark,Copenhagen,Sweden,Gothenburg,137,DIRECT,14 hours,64.5637701424,0.0021521256714133333
Denmark,Copenhagen,Belgium,Antwerp,704,DIRECT,2 days 22 hours,331.7729502208,0.011059098340693333
Denmark,Copenhagen,Thailand,Laem Chabang,9623,SUEZ CANAL,40 days 02 hours,4535.0157670096005,0.15116719223365335
Denmark,Copenhagen,Iran,Bandar Abbas,6667,SUEZ CANAL,27 days 19 hours,3141.9463907984,0.10473154635994666
Denmark,Copenhagen,Norway,Oslo,272,DIRECT,1 day 03 hours,128.1850034944,0.0042728334498133335
Denmark,Copenhagen,United Arab Emirates,Dubai,6716,SUEZ CANAL,28 days 00 hours,3165.0385421632,0.10550128473877333
Denmark,Copenhagen,Nigeria,Lagos,4722,DIRECT,19 days 16 hours,2225.3293621344,0.07417764540448
Denmark,Copenhagen,Israel,Haifa,3912,STRAIT OF GIBRALTAR,16 days 07 hours,1843.6019620224001,0.061453398734080004
Denmark,Copenhagen,South Africa,Durban,7495,CAPE OF GOOD HOPE,31 days 06 hours,3532.156622024,0.11773855406746667
Denmark,Copenhagen,Hong Kong,Hong Kong,10299,SUEZ CANAL,42 days 22 hours,4853.5932021648005,0.16178644007216
Denmark,Copenhagen,Ireland,Dublin,1020,DIRECT,4 days 06 hours,480.693763104,0.0160231254368
Denmark,Copenhagen,Singapore,Singapore,8839,SUEZ CANAL,36 days 20 hours,4165.5413451728,0.13885137817242665
Denmark,Copenhagen,Malaysia,Johor,8864,SUEZ CANAL,36 days 22 hours,4177.323055052801,0.13924410183509336
Denmark,Copenhagen,Philippines,Manila,10180,SUEZ CANAL,42 days 10 hours,4797.512263136,0.15991707543786668
Denmark,Copenhagen,Colombia,Cartagena,4957,DIRECT,20 days 16 hours,2336.0774350064003,0.07786924783354668
Denmark,Copenhagen,Finland,Helsinki,555,DIRECT,2 days 08 hours,261.553959336,0.0087184653112
Denmark,Copenhagen,Egypt,Alexandria,3710,STRAIT OF GIBRALTAR,15 days 11 hours,1748.4057461920002,0.058280191539733336
Denmark,Copenhagen,Portugal,Lisbon,1637,DIRECT,6 days 20 hours,771.4663629424,0.02571554543141333
Denmark,Copenhagen,Romania,Constantza,3908,STRAIT OF GIBRALTAR,16 days 07 hours,1841.7168884416,0.06139056294805333
Denmark,Copenhagen,New Zealand,Auckland,11698,PANAMA CANAL,48 days 18 hours,5512.8976870496,0.18376325623498665
Denmark,Copenhagen,Greece,Piraeus,3393,STRAIT OF GIBRALTAR,14 days 03 hours,1599.0136649136,0.05330045549712
Denmark,Copenhagen,Peru,Callao,6523,PANAMA CANAL,27 days 04 hours,3074.0837418896003,0.10246945806298668
Denmark,Copenhagen,Vietnam,Saigon,9485,SUEZ CANAL,39 days 13 hours,4469.980728472,0.14899935761573332
Poland,Gdansk,United States,Houston,5583,DIRECT,23 days 06 hours,2631.0914504016,0.08770304834672
Poland,Gdansk,China,Shanghai,11342,SUEZ CANAL,47 days 06 hours,5345.126138358401,0.17817087127861336
